title,description,variations,pricePerVariation,stockPerVariation,imageUrls
212 - Carolina Herrera,"""Genero: Dama ; Usos recomendados: Diario / Oficina / Verano ; Familia: Floral ; Subfamilia(s): Floral amaderado ; Descripción: 🌸 212 es fresca, elegante y moderna. Con flores blancas y notas verdes, transmite limpieza y energía para usar todos los días. ; Metadata: 212 Woman es una fragancia floral–verde con flor de azahar, gardenia, almizcle blanco y sándalo. Representa espontaneidad y elegancia urbana, ideal para día, oficina o clima cálido. Su estela es suave, limpia y femenina. Palabras clave: 212 woman, carolina herrera, floral, verde, limpio, fresco, diario, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMT99OTO329CM.png
Fakhar Extrait - Lattafa,"""Genero: Caballero ; Usos recomendados: Noche / Fiesta / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental especiado ; Descripción: 🏅 Fakhar Extrait es potente, dulce y sofisticada. Con notas de vainilla, ámbar y cuero, proyecta lujo árabe con modernidad. ; Metadata: Fakhar Extrait es una fragancia oriental–amaderada con vainilla, cuero, ámbar, lavanda y sándalo. Tiene gran presencia y duración, ideal para noches, eventos o invierno. Su estela es intensa y envolvente. Palabras clave: fakhar extrait, lattafa, vainilla, ámbar, cuero, cálido, elegante, intenso, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUJAHOUG36L8.png
Fame - Paco Rabanne,"""Genero: Dama ; Usos recomendados: Diario / Casual / Verano ; Familia: Floral ; Subfamilia(s): Floral gourmand ; Descripción: ⭐ Fame es luminosa, moderna y elegante. Con mango, vainilla y jazmín, combina dulzura y sofisticación. ; Metadata: Fame es una fragancia floral–afrutada–amaderada con mango, bergamota, jazmín, incienso y vainilla. Representa glamour y empoderamiento femenino, ideal para día o noche. Palabras clave: fame, paco rabanne, mango, jazmín, vainilla, floral, dulce, moderno, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUKGESV59CSI.png
Fantasy - Britney Spears,"""Genero: Dama ; Usos recomendados: Noche / Citas / Casual ; Familia: Gourmand ; Subfamilia(s): Oriental avainillado ; Descripción: 💗 Fantasy es dulce, juvenil y romántica. Con kiwi, pastel y vainilla, es irresistible y divertida. ; Metadata: Fantasy es una fragancia gourmand–frutal con kiwi, lichi, pastel de cupcake, chocolate blanco y almizcle. Representa alegría y dulzura inocente, ideal para día o clima templado. Palabras clave: fantasy, britney spears, kiwi, pastel, vainilla, dulce, gourmand, juvenil, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUME0HWJ8PNT.png
Good Girl - Carolina Herrera,"""Genero: Dama ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental floral ; Descripción: 👠 Good Girl es elegante, sensual y sofisticada. Mezcla jazmín, cacao y vainilla para un aroma dulce y seductor que nunca pasa desapercibido. ; Metadata: Good Girl es una fragancia oriental–floral con jazmín sambac, almendra, cacao, tonka y café. Representa dualidad femenina: poder y dulzura, ideal para noches, citas o eventos elegantes. Su estela es intensa y duradera. Palabras clave: good girl, carolina herrera, jazmín, vainilla, tonka, cacao, dulce, cálido, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUN9MTK4ZX48.png
Good Girl Supreme - Carolina Herrera,"""Genero: Dama ; Usos recomendados: Fiesta / Noche / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental gourmand ; Descripción: 👠 Good Girl Supreme es intensa, dulce y seductora. Con jazmín, frutos rojos y tonka, combina poder y elegancia. ; Metadata: Good Girl Supreme es una fragancia oriental–gourmand con jazmín egipcio, frutos rojos, tonka bean, vetiver y almizcle. Representa lujo femenino y sensualidad moderna, ideal para noche o invierno. Palabras clave: good girl supreme, carolina herrera, jazmín, frutos rojos, tonka, dulce, cálido, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUNT0O0E1HQ0.png
Herod - Parfums de Marly,"""Genero: Caballero ; Usos recomendados: Noche / Invierno / Citas ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental tabaco ; Descripción: 🔥 Herod es cálida, dulce y seductora. Con tabaco, canela y vainilla, proyecta una elegancia adictiva y envolvente. ; Metadata: Herod es una fragancia oriental–amaderada con tabaco, vainilla, canela, incienso y pachulí. Transmite sofisticación masculina y calidez refinada, ideal para noches frías o eventos elegantes. Su fijación es sobresaliente. Palabras clave: herod, parfums de marly, tabaco, vainilla, canela, cálido, dulce, elegante, duradero, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUOTR48VZJ9B.png
Hugo - Hugo Boss,"""Genero: Caballero ; Usos recomendados: Diario / Oficina / Verano ; Familia: Aromática ; Subfamilia(s): Aromático verde ; Descripción: 🌿 Hugo es natural y fresco. Con lavanda, menta y manzana verde, es ideal para el día o la oficina. ; Metadata: Fragancia aromática-verde con lavanda, menta, pino y manzana verde. Representa espíritu libre y confianza, perfecta para uso diario y verano. Palabras clave: hugo, hugo boss, verde, menta, lavanda, fresco, diario, moderno, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,
Hugo Dark Blue - Hugo Boss,"""Genero: Caballero ; Usos recomendados: Noche / Citas / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental especiado ; Descripción: 🌒 Hugo Dark Blue es audaz y moderna. Su combinación de jengibre, cardamomo y naranja le da un toque cálido y atrevido. ; Metadata: Perfume oriental–especiado con jengibre, pomelo, cardamomo y cedro. Transmite energía y sensualidad, ideal para citas o salidas nocturnas. Palabras clave: hugo dark blue, hugo boss, jengibre, cardamomo, cítrico, cálido, moderno, noche, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUT4NVYDOLNA.png
Invictus - Paco Rabanne,"""Genero: Caballero ; Usos recomendados: Fiesta / Noche / Casual ; Familia: Acuática / Marina ; Subfamilia(s): Acuático amaderado ; Descripción: 🏆 Invictus es fuerza y frescura. Combina notas marinas y amaderadas con un toque dulce que la hace adictiva. ; Metadata: Perfume acuático-amaderado con pomelo, hojas de laurel, ámbar gris y maderas. Representa energía, competencia y victoria, ideal para día o noche. Palabras clave: invictus, paco rabanne, acuático, amaderado, dulce, fresco, moderno, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUUKY4992ZBC.png
Invictus Platinum - Paco Rabanne,"""Genero: Caballero ; Usos recomendados: Diario / Verano / Casual ; Familia: Aromática ; Subfamilia(s): Aromático amaderado ; Descripción: ⚡ Invictus Platinum es poderosa y fresca. Mezcla lavanda, pomelo y menta, proyectando fuerza y elegancia moderna. ; Metadata: Invictus Platinum es una fragancia aromática–amaderada con pomelo, lavanda, menta y pachulí. Evoca confianza, frescura y competitividad, ideal para uso diario o entrenamiento. Su estela es limpia, brillante y duradera. Palabras clave: invictus platinum, paco rabanne, lavanda, pomelo, menta, pachulí, fresco, moderno, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUVFFNYKIPL5.png
Invictus Victory - Paco Rabanne,"""Genero: Caballero ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Gourmand ; Subfamilia(s): Oriental avainillado ; Descripción: 🏅 Invictus Victory es intensa, cálida y adictiva. Combina vainilla, haba tonka y limón, creando una fragancia dulce con carácter masculino. ; Metadata: Invictus Victory es una fragancia oriental–gourmand con limón, vainilla, haba tonka, lavanda y ámbar. Equilibra frescura y calidez, proyectando energía, fuerza y sensualidad. Ideal para noches frías, citas o eventos elegantes, con una estela poderosa y duradera. Palabras clave: invictus victory, paco rabanne, vainilla, tonka, dulce, cítrico, cálido, intenso, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUW7D7N9CZLV.png
Invictus Victory Elixir - Paco Rabanne,"""Genero: Caballero ; Usos recomendados: Noche / Fiesta / Citas ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental gourmand ; Descripción: ⚜️ Invictus Victory Elixir es intensa, dulce y adictiva. Con vainilla, haba tonka y incienso, deja una huella cálida y sofisticada. ; Metadata: alt""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUWRE2G6NEI5.png
Island Bliss - Armaf,"""Genero: Dama ; Usos recomendados: Verano / Casual / Diario ; Familia: Frutal ; Subfamilia(s): Floral frutal ; Descripción: 🏝 Island Bliss es fresca, exótica y elegante. Con coco, flores blancas y un toque amaderado, transmite la sensación de unas vacaciones tropicales. ; Metadata: Island Bliss de Armaf es una fragancia floral–tropical con coco, ylang-ylang, jazmín, almizcle blanco y maderas suaves. Representa alegría, frescura y feminidad natural, ideal para verano o día soleado. Palabras clave: island bliss, armaf, coco, jazmín, floral, tropical, fresco, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUXVITIO6EUQ.png
J’Adore - Dior,"""Genero: Dama ; Usos recomendados: Diario / Oficina / Formal ; Familia: Floral ; Subfamilia(s): Floral frutal ; Descripción: 💐 J’Adore es luminosa, elegante y sofisticada. Con jazmín, pera y flores blancas, representa feminidad pura y moderna. ; Metadata: J’Adore es una fragancia floral–afrutada con jazmín, ylang-ylang, rosa damascena, pera y almizcle. Transmite lujo, equilibrio y feminidad radiante, ideal para día, eventos o climas templados. Palabras clave: j’adore, dior, jazmín, rosa, pera, floral, elegante, luminoso, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMUYZI0Z6NC31.png
Kenzo Flower by Kenzo - Kenzo,"""Genero: Dama ; Usos recomendados: Diario / Oficina / Formal ; Familia: Floral ; Subfamilia(s): Floral empolvado ; Descripción: 🌺 Flower by Kenzo es delicada, pura y poética. Con violeta, rosa y vainilla, irradia calma y elegancia. ; Metadata: Flower by Kenzo es una fragancia floral–empolvada con violeta, rosa, almizcle blanco y vainilla. Evoca pureza y romanticismo moderno, ideal para día, oficina o primavera. Palabras clave: flower by kenzo, violeta, rosa, floral, empolvado, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,
Khamrah - Lattafa,"""Genero: Unisex ; Usos recomendados: Noche / Citas / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental gourmand ; Descripción: 🍮 Khamrah es dulce, cálida y envolvente. Con canela, dátil y vainilla, es intensa y elegante. ; Metadata: Khamrah es una fragancia gourmand–oriental con canela, nuez moscada, dátil, praliné, vainilla, ámbar y mirra. Representa lujo árabe y calidez moderna, ideal para noches o climas fríos. Palabras clave: khamrah, lattafa, canela, vainilla, dátil, gourmand, cálido, elegante, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV11QOMSJUHV.png
Khamrah Qahwa - Lattafa,"""Genero: Unisex ; Usos recomendados: Invierno / Noche / Citas ; Familia: Gourmand ; Subfamilia(s): Oriental café ; Descripción: ☕ Khamrah Qahwa es dulce, especiada y adictiva. Con café, canela y vainilla, combina calidez árabe con elegancia moderna. ; Metadata: Khamrah Qahwa es una fragancia gourmand–especiada con café, canela, nuez moscada, vainilla, praliné y tonka bean. Representa energía, sofisticación y dulzura intensa, ideal para noche, invierno o clima templado. Palabras clave: khamrah qahwa, lattafa, café, canela, vainilla, dulce, cálido, gourmand, elegante, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV1R491DSEVS.png
King - Bharara,"""Genero: Caballero ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental especiado ; Descripción: 👑 King es elegante, dulce y poderosa. Con notas frutales, ambaradas y amaderadas, transmite lujo y seguridad con una fijación increíble. ; Metadata: King de Bharara es una fragancia oriental–afrutada con piña, manzana, bergamota y grosella negra en la salida; corazón de ámbar, cedro y jazmín; fondo de almizcle, pachulí y vainilla. Evoca lujo moderno, energía y carisma, ideal para día o noche, con una estela intensa y duradera. Palabras clave: king, bharara, piña, ámbar, vainilla, frutal, amaderado, dulce, elegante, intenso, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV2YL43PQUQH.png
L’Eau d’Issey - Issey Miyake,"""Genero: Caballero ; Usos recomendados: Diario / Verano / Casual ; Familia: Acuática / Marina ; Subfamilia(s): Acuático cítrico ; Descripción: 💦 L’Eau d’Issey es fresca, pura y elegante. Su mezcla de cítricos, flor de loto y maderas la convierte en una opción ideal para el día. ; Metadata: L’Eau d’Issey Pour Homme es una fragancia acuática–cítrica con yuzu, flor de loto, jengibre y sándalo. Representa armonía, frescura y sobriedad japonesa, ideal para climas cálidos, oficina o uso diario. Palabras clave: l’eau d’issey, issey miyake, cítrico, acuático, fresco, limpio, elegante, diario, clásico, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV43EPGYQBWP.png
L’Immensité - Louis Vuitton,"""Genero: Caballero ; Usos recomendados: Diario / Oficina / Verano ; Familia: Amaderada ; Subfamilia(s): Amaderado especiado ; Descripción: 🦋 Layton es sofisticada y envolvente. Combina manzana, vainilla y lavanda para un aroma dulce, elegante y seductor. ; Metadata: Layton es una fragancia oriental–amaderada con manzana, lavanda, vainilla, geranio y sándalo. Equilibra frescura aromática con dulzura cálida, ideal para noches, citas o climas templados. Su estela es potente y elegante. Palabras clave: layton, parfums de marly, vainilla, manzana, lavanda, cálido, dulce, elegante, duradero, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV52TPM7DC3S.png
La Belle Flower Edition - Jean Paul Gaultier,"""Genero: Dama ; Usos recomendados: Noche / Citas / Invierno ; Familia: Gourmand ; Subfamilia(s): Oriental floral ; Descripción: 🌺 La Belle Flower Edition es dulce, floral y seductora. Con pera, bergamota y vainilla, deja una estela irresistible y elegante. ; Metadata: La Belle Flower Edition es una fragancia floral–gourmand con pera, bergamota, iris, vetiver y vainilla. Representa romanticismo moderno y sensualidad suave, ideal para día o noche. Palabras clave: la belle flower edition, jean paul gaultier, pera, vainilla, floral, dulce, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV617EJVXH1E.png
La Vie Est Belle - Lancôme,"""Genero: Dama ; Usos recomendados: Noche / Citas / Invierno ; Familia: Gourmand ; Subfamilia(s): Oriental avainillado ; Descripción: 🌸 La Vie Est Belle es dulce, femenina y luminosa. Su combinación de vainilla, praliné y flores la convierte en un clásico moderno. ; Metadata: La Vie Est Belle es una fragancia floral–gourmand con iris, jazmín, praliné, vainilla y pachulí. Evoca felicidad, optimismo y elegancia suave, ideal para día o noche. Su estela es dulce y duradera. Palabras clave: la vie est belle, lancôme, iris, praliné, vainilla, dulce, floral, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV6W6OX4FSZE.png
Lady Million - Paco Rabanne,"""Genero: Dama ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Floral ; Subfamilia(s): Floral frutal ; Descripción: 💎 Lady Million es glamurosa, dulce y sofisticada. Con miel, flores blancas y pachulí, refleja lujo y seguridad. ; Metadata: Lady Million es una fragancia floral–afrutada–amaderada con naranja amarga, miel, jazmín, flor de azahar y pachulí. Transmite feminidad audaz y elegancia moderna, ideal para noches, eventos o clima templado. Palabras clave: lady million, paco rabanne, miel, jazmín, floral, dulce, cálido, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV7F8NCMWZAH.png
Layton - Parfums de Marly,"""Genero: Unisex ; Usos recomendados: Noche / Citas / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental especiado ; Descripción: 🦋 Layton es elegante y adictiva: manzana fresca con lavanda y vainilla ambarada. Versátil y muy atractiva. ; Metadata: Oriental–amaderada aromática con manzana, bergamota, lavanda, geranio, base de vainilla, sándalo, cardamomo/ambrox. Gran proyección y fijación; sirve para día/noche y climas templados/fríos. Palabras clave: layton, parfums de marly, manzana, vainilla, lavanda, cálido, dulce, versátil, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV8EKDZ0PT57.png
Le Beau - Jean Paul Gaultier,"""Genero: Caballero ; Usos recomendados: Verano / Casual / Diario ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental aromático ; Descripción: 🌴 Le Beau es fresca, sensual y exótica. Combina coco, tonka y bergamota para un aroma tropical con elegancia moderna. ; Metadata: Le Beau es una fragancia oriental–aromática con bergamota, coco, haba tonka y madera de sándalo. Representa tentación y frescura tropical, ideal para verano, citas o uso casual elegante. Su estela es dulce, cálida y seductora. Palabras clave: le beau, jean paul gaultier, coco, tonka, bergamota, dulce, cálido, tropical, elegante, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMV9ETMVCDYKM.png
Le Beau Paradise Garden - Jean Paul Gaultier,"""Genero: Caballero ; Usos recomendados: Diario / Verano / Casual ; Familia: Floral ; Subfamilia(s): Floral verde ; Descripción: 🌿 Le Beau Paradise Garden es fresca, tropical y refinada. Con notas verdes, coco y lavanda, evoca un paraíso natural lleno de elegancia. ; Metadata: Le Beau Paradise Garden es una fragancia floral–verde con coco, bergamota, lavanda, menta y sándalo. Proyecta frescura exótica y equilibrio elegante, ideal para días soleados, verano o climas templados. Su estela es suave, luminosa y moderna. Palabras clave: le beau paradise garden, jean paul gaultier, coco, verde, lavanda, menta, tropical, fresco, elegante, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVA2E8C9LVFE.png
Le Male - Jean Paul Gaultier,"""Genero: Caballero ; Usos recomendados: Citas / Noche / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental fougère ; Descripción: ⚓ Le Male es un clásico seductor. Mezcla lavanda, vainilla y menta, logrando un aroma dulce, fresco y masculino a la vez. ; Metadata: Le Male es una fragancia oriental–fougère con lavanda, menta, vainilla, canela y haba tonka. Combina frescura y sensualidad, ideal para citas, noches o climas fríos. Su estela es potente, duradera y reconocible. Palabras clave: le male, jean paul gaultier, lavanda, menta, vainilla, dulce, fougère, cálido, clásico, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVB0JJA046DG.png
Le Male Elixir - Jean Paul Gaultier,"""Genero: Caballero ; Usos recomendados: Noche / Citas / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental gourmand ; Descripción: ✨ Le Male Elixir es intenso y elegante. Con miel, tabaco y tonka, proyecta calidez, profundidad y seducción madura. ; Metadata: Le Male Elixir es una fragancia oriental–gourmand con miel, tabaco, vainilla, lavanda y haba tonka. Es más cálida y envolvente que el clásico Le Male, ideal para noches frías, citas o invierno. Palabras clave: le male elixir, jean paul gaultier, miel, tabaco, tonka, cálido, dulce, intenso, elegante, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVBLGF3RPLOD.png
Light Blue Pour Homme - Dolce & Gabbana,"""Genero: Caballero ; Usos recomendados: Verano / Diario / Casual ; Familia: Cítrica ; Subfamilia(s): Cítrico aromático ; Descripción: 🌤️ Light Blue Pour Homme es fresca, cítrica y moderna. Con notas de pomelo, enebro y madera, es perfecta para días soleados o la oficina. ; Metadata: Light Blue Pour Homme es una fragancia cítrica–amaderada con pomelo, romero, incienso y musgo de roble. Evoca sensación mediterránea y limpieza natural, ideal para verano, rutina diaria o escapadas casuales. Palabras clave: light blue pour homme, dolce & gabbana, cítrico, fresco, amaderado, limpio, verano, elegante, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVC6YRZQOHM6.png
Light Blue Woman - Dolce & Gabbana,"""Genero: Dama ; Usos recomendados: Verano / Diario / Casual ; Familia: Cítrica ; Subfamilia(s): Cítrico frutal ; Descripción: 🌤 Light Blue Woman es fresca, cítrica y luminosa. Con manzana verde, limón y cedro, transmite alegría mediterránea. ; Metadata: Light Blue Woman es una fragancia cítrica–frutal con limón siciliano, manzana verde, jazmín, bambú y cedro. Evoca verano, energía y elegancia casual, ideal para día, oficina o clima cálido. Palabras clave: light blue woman, dolce & gabbana, limón, manzana, cítrico, fresco, verano, alegre, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVDG8EGRZF0T.png
Miss Dior (2012) - Dior,"""Genero: Dama ; Usos recomendados: Oficina / Formal / Citas ; Familia: Chipre ; Subfamilia(s): Chipre floral ; Descripción: 💖 Miss Dior es romántica, elegante y moderna. Con rosa, patchouli y almizcle, deja una estela suave y femenina. ; Metadata: Miss Dior (2012) es una fragancia chipre–floral con rosa, jazmín, mandarina italiana y patchouli. Transmite romanticismo y elegancia francesa, ideal para día, oficina o citas. Palabras clave: miss dior 2012, dior, rosa, patchouli, jazmín, floral, elegante, romántico, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVEES312VLJD.png
Olympéa - Paco Rabanne,"""Genero: Dama ; Usos recomendados: Noche / Citas / Casual ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental avainillado ; Descripción: 🏛️ Olympéa es dulce, salada y sofisticada. Con vainilla, flor de jengibre y ámbar gris, combina fuerza y feminidad. ; Metadata: Olympéa es una fragancia oriental–floral con vainilla salada, flor de jengibre, jazmín y ámbar gris. Representa poder y sensualidad moderna, ideal para día o noche. Palabras clave: olympéa, paco rabanne, vainilla, ámbar gris, floral, dulce, elegante, moderno, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVF2LVC0FMXD.png
Olympéa Parfum - Paco Rabanne,"""Genero: Dama ; Usos recomendados: Noche / Citas / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental avainillado ; Descripción: 👑 Olympéa Parfum es poderosa, cálida y elegante. Con vainilla, ámbar y sal marina, combina dulzura y carácter. ; Metadata: Olympéa Parfum es una fragancia oriental–amaderada con vainilla salada, ámbar gris, flor de jengibre y sándalo. Representa lujo femenino y magnetismo moderno, ideal para noches o eventos. Palabras clave: olympéa parfum, paco rabanne, vainilla, ámbar gris, floral, cálido, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVFN60KHC8XC.png
One Million - Paco Rabanne,"""Genero: Caballero ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental especiado ; Descripción: 💰 One Million es potente, dulce y seductor. Con canela, cuero y ámbar, transmite lujo, confianza y presencia. ; Metadata: One Million es una fragancia oriental–especiada con canela, cuero, ámbar, rosa y mandarina. Representa éxito y atracción, ideal para noches, fiestas o climas fríos. Su estela es fuerte y duradera. Palabras clave: one million, paco rabanne, dulce, cuero, canela, ámbar, cálido, intenso, elegante, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVGOFJ4QB756.png
One Million Elixir - Paco Rabanne,"""Genero: Caballero ; Usos recomendados: Noche / Citas / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental gourmand ; Descripción: 🪙 One Million Elixir es lujosa, dulce y potente. Con vainilla, davana y madera de cedro, transmite intensidad y elegancia nocturna. ; Metadata: One Million Elixir es una fragancia oriental–gourmand intensa con davana, vainilla, benjuí, haba tonka y cedro. Proyecta lujo y poder refinado, ideal para noches frías, citas o eventos especiales. Su estela es fuerte y duradera. Palabras clave: one million elixir, paco rabanne, vainilla, davana, benjuí, cálido, dulce, intenso, elegante, DUVON""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVHA9HWTYQGH.png
One Million Intense - Paco Rabanne,"""Genero: Caballero ; Usos recomendados: Fiesta / Citas / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental gourmand ; Descripción: 🪙 One Million Intense es más cálido y sofisticado que el original. Mantiene el toque dulce, pero con un fondo más especiado y elegante. ; Metadata: One Million Intense es una fragancia oriental–gourmand con azafrán, canela, cuero, rosa y ámbar. Proyecta poder y sensualidad madura, ideal para citas, noches o eventos especiales. Palabras clave: one million intense, paco rabanne, cálido, dulce, especiado, cuero, ámbar, elegante, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVHVJA62BTZ3.png
One Million Lucky - Paco Rabanne,"""Genero: Caballero ; Usos recomendados: Noche / Citas / Casual ; Familia: Gourmand ; Subfamilia(s): Oriental avainillado ; Descripción: 🍯 One Million Lucky es dulce, moderna y adictiva. Combina miel, avellana y ciruela para un aroma cálido y envolvente. ; Metadata: One Million Lucky es una fragancia oriental–gourmand con avellana, miel, ciruela, pachulí y madera de ámbar. Evoca sensualidad joven y sofisticación, ideal para citas, noches o climas templados. Palabras clave: one million lucky, paco rabanne, miel, avellana, dulce, cálido, gourmand, moderno, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVIRXBIM5CTE.png
Oud for Greatness - Initio Parfums Privés,"""Genero: Unisex ; Usos recomendados: Noche / Formal / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Amaderado oud ; Descripción: 👑 Oud for Greatness es potente y majestuosa: azafrán y lavanda sobre un oud limpio y ambarado. Impacto total de noche. ; Metadata: Ambarada–oud especiada con azafrán, lavanda, nuez moscada, corazón de madera de oud y base ámbar–almizcle–patchouli. Firma oscura, sofisticada y muy duradera; ideal para eventos, invierno y noche. Palabras clave: oud for greatness, initio, oud, azafrán, especiado, intenso, elegante, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVJIOHD1LT4A.png
